9/16/2016 14:40:43	 # For reference only.  This entire column is a COMMENT!	/mods/extension/dg_importIndex	/mods/identifier[@type='local']	/mods/subject/cartographics/coordinates	/mods/titleInfo/title	/mods/titleInfo[@type='alternative']/title	/mods/name[1]/namePart	/mods/originInfo/dateCreated	/mods/originInfo/dateIssued	/mods/abstract	/mods/note	/mods/subject[@authority='lcsh']/topic	/mods/subject/topic	# ignored	/mods/classification[@authority='local']	/mods/location/shelfLocator	/mods/physicalDescrption/note	/mods/note[@type='reproduction info']		/mods/note[@type='provenance']	# replaced in constants	/mods/originInfo/publisher	OBJ	/mods/genre	/mods/originInfo/dateCaptured		/mods/extension/note[1][@displayLabel='Recorded By']	/mods/extension/note[2][@displayLabel='Modified By']
# grinnell:13530	 grinnell:13530	263	ms107_gricol179	41.746811,-92.720316	Alumni Hall (old chapel), [Iowa College, Grinnell, Iowa]	Grinnell College|music building|		1920	1900-1920	Looking north. Title from photo verso. Alumni Hall (Music Building) was constructed in 1882, razed in 1958 to make room for construction of Burling Library. Cost approximately $19,100 excluding grading and landscaping.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Grinnell College|Iowa College (Grinnell)|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol179	1 photograph, b&w, 9 x 12 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol179-sc.jpg	Photographs	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13929	 grinnell:13929	662	ms107_gricol180	41.746811,-92.720316	Alumni Hall, Grinnell College, [Grinnell, Iowa]	Alumni Recitation Hall (A.R.H.)|		1925	1915-1925	Looking southeast from Park Street. A.R.H. was dedicated on November 24, 1916, the three-story Tudor-style building with Gothic features was part of a campus-wide modernization effort prompted by rising enrollment. Number 751.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol180	1 photograph, b&w, 8 x 12 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol180-sc.jpg	Photographs	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13824	 grinnell:13824	557	ms107_gricol181	41.746572,-92.720715	Blair Hall, Iowa College, Grinnell, Iowa	Grinnell College|		1910	1900-1910	Looking north. Blair Hall was constructed in 1882-1886, razed in 1961. Cost was $37,200 excluding grading and landscaping. Orignally housed the college chapel, the several departments. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Grinnell College|Iowa College (Grinnell)|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol181	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol181-sc.jpg	Photographs	2007-05-21	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13383	 grinnell:13383	116	ms107_gricol182	41.747229,-92.720949	College campus, Iowa College, Grinnell, Iowa	Grinnell College|Carnegie Library|Carnegie Hall|men's gymnasium|		1925	1920-1925	Looking north. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Gymnasiums|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol182	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol182-sc.jpg	Photographs	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13928	 grinnell:13928	661	ms107_gricol183	41.748886,-92.722327	Looking south at A.R.H., Grinnell College, Grinnell, Iowa	Alumni Recitation Hall (A.R.H.)|		1935	1925-1935	A.R.H. was dedicated on November 24, 1916, the three-story Tudor-style building with Gothic features was part of a campus-wide modernization effort prompted by rising enrollment. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Vehicles|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol183	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol183-sc.jpg	Photographs	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13823	 grinnell:13823	556	ms107_gricol184	41.746811,-92.720316	Looking west at Blair Hall, Iowa College, Grinnell, Iowa	Grinnell College|		1930	1920-1930	Blair Hall was constructed in 1882-1886, razed in 1961. Cost was $37,200 excluding grading and landscaping. Orignally housed the college chapel, the several departments. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Vehicles|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol184	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol184-sc.jpg	Photographs	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13509	 grinnell:13509	242	ms107_gricol185	41.746485,-92.72031	Chicago Hall, Iowa College, Grinnell, Iowa	Grinnell College|Magoun Hall|		1910	1900-1910	Looking north. Chicago Hall was constructed in 1883, costing approximately $20,000 excluding grading and landscaping. Razed in 1958 to provide space for construction of Burling Library. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol185	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-13	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol185-sc.jpg	Photographs	2007-05-23	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13508	 grinnell:13508	241	ms107_gricol186	41.746485,-92.72031	Chicago Hall, Iowa College, Grinnell, Iowa	Grinnell College|Magoun Hall|		1910	1900-1910	Looking north. Chicago Hall was constructed in 1883, costing approximately $20,000 excluding grading and landscaping. Razed in 1958 to provide space for construction of Burling Library. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol186	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-21	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol186-sc.jpg	Photographs	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13709	 grinnell:13709	442	ms107_gricol190	41.750633,-92.722429	Men's dormitory, Grinnell College, Grinnell, Iowa	men's dormitories|		1917	1916-1917	Looking northeast where construction of Gates Hall is being completed. Number 794.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell College Special Collections	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol190	1 photograph, b&w, 8 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol190-sc.jpg	Photographs	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13474	 grinnell:13474	207	ms107_gricol191	41.747287,-92.722064	Association Room, Christian Associations Building, Iowa College, Grinnell, Iowa	Steiner Hall|Grinnell College|		1909	1909?	Interior room with fireplace. 1909 postmark.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Youth organizations|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol191	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol191-sc.jpg	Postcards	2007-06-20	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13473	 grinnell:13473	206	ms107_gricol192	41.747287,-92.722064	Christian Associations Building, Iowa College, Grinnell, Iowa	Steiner Hall|Grinnell College|		1908	1908?	Interior rooms. 1908 postmark.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Youth organizations|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol192	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2007-06-28	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol192-sc.jpg	Postcards	2007-06-28	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13472	 grinnell:13472	205	ms107_gricol193	41.747287,-92.722064	Christian Associations Building, Iowa College, Grinnell, Iowa	Steiner Hall|Grinnell College|		1908	1908?	Interior room with fireplace. 1908 postmark.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Youth organizations|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol193	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2007-06-28	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol193-sc.jpg	Postcards	2007-06-28	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14596	 grinnell:14596	1328	ms107_gricom001	41.744434,-92.724816	Armory, Grinnell, Iowa	|		1909	1909?	Looking southeast. The Grinnell Armory building was constructed in 1907 for lease to the Grinnell Armory Association. 1909 postmark. Number 921.|	Real photo Photoette print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI), Proposed Grinnell historic district map, Grinnell College Special Collections & Grinnell--Then & Now, A Photo Album of Grinnell, Iowa	Poweshiek County (Iowa)|Grinnell (Iowa)|Military facilities|Armories|	818 Fifth Avenue, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom001	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	C.U. Williams, Photoette (Bloomington, Ill.)|	lib_isc_powgricom001-sc.jpg	Postcards	2007-06-05	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13364	 grinnell:13364	97	ms107_gricom003	41.745826,-92.726082	Grinnell Federal Savings & Loan Association, Grinnell, Iowa	Grinnell Federal Savings and Loan Association|First Federal Savings Bank|First Federal Bank|		1975	1965-1975	Looking northwest. The Grinnell Federal Savings & Loan building was constructed in 1965.|	Real photo reprint, undivided back. Lists annual interest rates and minimum deposits on photo verso. Name changed to First Federal Bank.|Thesaurus for graphic materials I: subject terms (TGMI) & Grinnell commercial architecture walking tour, "Focus on Grinnell architecture" series by Jeanne Burkle and Audrey Vandercook May 9, 1982.	Poweshiek County (Iowa)|Grinnell (Iowa)|Advertising cards|Financial facilities|Banks|	1025 Main, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom003	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-12	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricom003-sc.jpg	Postcards	2007-06-07	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13801	 grinnell:13801	534	ms107_gricom004	41.742884,-92.725102	Grinnell Savings Bank, Grinnell, Iowa	Grinnell State Bank|		1915	1915	Looking southwest. The Grinnell Saving Bank was constructed in 1913. Renovated in 1975. Number R-57053.|	C.T. Photochrom print, divided back. Name changed to Grinnell State Bank. Resources: Thesaurus for Graphic Materials I: Subject Terms (TGMI)|Grinnell commercial architecture walking tour, "Focus on Grinnell architecture" series by Jeanne Burkle and Audrey Vandercook May 9, 1982 & Proposed Grinnell historic district map, Grinnell College Special Collections	Poweshiek County (Iowa)|Grinnell (Iowa)|Financial facilities|Banks|	814 Fourth Avenue, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom004	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago, Ill.)|	lib_isc_powgricom004-sc.jpg	Postcards	2007-06-07	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13800	 grinnell:13800	533	ms107_gricom006	41.742884,-92.725102	Grinnell Savings Bank, established 1877, Grinnell, Iowa	Grinnell State Bank|		1914	1914	Interior of bank. The Grinnell Saving Bank was constructed in 1913. Renovated in 1975. Number R-52013.|	C.T. Photochrom print, divided back. Name changed to Grinnell State Bank. Resources: Thesaurus for Graphic Materials I: Subject Terms (TGMI)|Grinnell commercial architecture walking tour, "Focus on Grinnell architecture" series by Jeanne Burkle and Audrey Vandercook May 9, 1982 & Proposed Grinnell historic district map, Grinnell College Special Collections	Poweshiek County (Iowa)|Grinnell (Iowa)|Financial facilities|Banks|Interiors|Rooms & spaces|	814 Fourth Avenue, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom006	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago, Ill.)|Fergason Post Card Co. (Waterloo, Iowa)	lib_isc_powgricom006-sc.jpg	Postcards	2007-06-07	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13799	 grinnell:13799	532	ms107_gricom007	41.742884,-92.725102	Grinnell Savings Bank, Grinnell, Iowa	Grinnell State Bank|		1914	1914?	Looking southwest from Fourth Avenue. The Grinnell Saving Bank was constructed in 1913. Renovated in 1975. 1914 postmark. Number 111.|	Real photo, divided back with KRUXO logo. Name changed to Grinnell State Bank. Resources: Thesaurus for Graphic Materials I: Subject Terms (TGMI)|Grinnell commercial architecture walking tour, "Focus on Grinnell architecture" series by Jeanne Burkle and Audrey Vandercook May 9, 1982 & Proposed Grinnell historic district map, Grinnell College Special Collections	Poweshiek County (Iowa)|Grinnell (Iowa)|Financial facilities|Banks|Utility poles|Electric lines|	814 Fourth Avenue, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricom007	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-11	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Iowa Calendar Co. (Marshalltown, Iowa)|KRUXO	lib_isc_powgricom007-sc.jpg	Postcards	2007-06-08	2016-08-31	Sharon Clayton	Sharon Clayton
